x	y	y_inv	frequency	y_fwd(real)	y_fwd(imaginary)
4.66	1.05739	1.06821	46.4072	0.0543985	-1.17368
4.67	1.18334	1.119	46.507	2.42164	-3.08994
4.68	1.1763	1.14827	46.6068	0.57679	0.678631
4.69	1.0519	1.13988	46.7066	-3.58302	2.46215
4.7	0.986213	1.09902	46.8064	3.48289	-0.108493
4.71	1.21502	1.04813	46.9062	2.12538	2.37538
4.72	1.08693	1.01147	47.006	-1.74238	-1.95945
4.73	0.889518	0.999923	47.1058	0.62066	5.92902
4.74	0.997704	1.0064	47.2056	-2.68138	1.57383
4.75	1.05247	1.01392	47.3054	1.72933	-0.368174
4.76	0.908905	1.00915	47.4052	-0.762374	1.71124
4.77	1.00112	0.991012	47.505	-3.47867	-1.93633
4.78	1.08112	0.969318	47.6048	-3.40196	3.21609
4.79	1.05263	0.95613	47.7046	-2.68758	-1.55437
4.8	0.810999	0.957728	47.8044	-1.2287	-2.18226
4.81	0.872852	0.972783	47.9042	2.28082	-0.16039
4.82	1.01898	0.996203	48.004	2.12348	1.71288
4.83	1.1889	1.02344	48.1038	1.31848	-1.31971
4.84	1.00154	1.05084	48.2036	-4.05227	-2.6416
4.85	1.01115	1.07271	48.3034	4.43007	-1.61238
4.86	1.13645	1.07984	48.4032	-0.213523	0.100495
4.87	1.01169	1.06339	48.503	0.201842	-0.843371
4.88	1.02488	1.02271	48.6028	-2.11796	-0.759821
4.89	1.01117	0.970548	48.7026	-0.0972235	2.25534
4.9	0.914175	0.929641	48.8024	2.86263	1.11382
4.91	0.835807	0.920778	48.9022	0.383375	-0.649234
4.92	1.05852	0.949807	49.002	-2.84053	1.82101
4.93	1.09717	1.00307	49.1018	-1.99937	0.342757
4.94	0.901269	1.05531	49.2016	3.12037	-1.82141
4.95	1.01586	1.08508	49.3014	1.45274	-6.47686
4.96	1.20188	1.08675	49.4012	1.6642	3.59026
4.97	1.02814	1.07104	49.501	2.29079	-1.62363
4.98	1.16592	1.05449	49.6008	2.71881	-1.79514
4.99	0.962429	1.04659	49.7006	-4.41765	-0.851977
5	1.01817	1.04472	49.8004	-1.69936	-1.48657
5.01	1.09087	1.03977	49.9002	0.543589	3.02793
5.02	0.964296	1.02687	50	2.5236	0
5.03	1.06167	1.01127	50.0998	0.543589	-3.02793
5.04	0.927117	1.0042	50.1996	-1.69936	1.48657
5.05	1.12969	1.01222	50.2994	-4.41765	0.851977
5.06	1.01923	1.02952	50.3992	2.71881	1.79514
5.07	1.04811	1.04039	50.499	2.29079	1.62363
5.08	0.928082	1.03072	50.5988	1.6642	-3.59026
5.09	0.929685	0.999187	50.6986	1.45274	6.47686
5.1	1.14658	0.959055	50.7984	3.12037	1.82141
5.11	0.872447	0.928676	50.8982	-1.99937	-0.342757
5.12	0.972439	0.918164	50.998	-2.84053	-1.82101
5.13	0.871825	0.923011	51.0978	0.383375	0.649234
5.14	0.892467	0.929727	51.1976	2.86263	-1.11382
5.15	0.881602	0.928637	51.2974	-0.0972235	-2.25534
5.16	0.940428	0.922964	51.3972	-2.11796	0.759821
5.17	1.10496	0.926386	51.497	0.201842	0.843371
5.18	0.857053	0.950908	51.5968	-0.213523	-0.100495
5.19	0.920344	0.995177	51.6966	4.43007	1.61238
5.2	1.04175	1.04324	51.7964	-4.05227	2.6416
5.21	1.18088	1.07518	51.8962	1.31848	1.31971
5.22	0.945987	1.08114	51.996	2.12348	-1.71288
5.23	1.22602	1.06733	52.0958	2.28082	0.16039
5.24	0.942074	1.04923	52.1956	-1.2287	2.18226
5.25	1.04286	1.03817	52.2954	-2.68758	1.55437
5.26	0.995214	1.03278	52.3952	-3.40196	-3.21609
5.27	1.21401	1.02295	52.495	-3.47867	1.93633
5.28	0.81797	1.00244	52.5948	-0.762374	-1.71124
5.29	1.03359	0.978526	52.6946	1.72933	0.368174
5.3	0.934255	0.968674	52.7944	-2.68138	-1.57383
5.31	0.930851	0.985579	52.8942	0.62066	-5.92902
5.32	1.20149	1.02261	52.994	-1.74238	1.95945
5.33	1.00744	1.05332	53.0938	2.12538	-2.37538
5.34	0.982152	1.04809	53.1936	3.48289	0.108493
5.35	1.0223	0.996788	53.2934	-3.58302	-2.46215
5.36	0.841545	0.919872	53.3932	0.57679	-0.678631
5.37	0.893456	0.857791	53.493	2.42164	3.08994
5.38	0.894888	0.844989	53.5928	0.0543985	1.17368
5.39	0.973421	0.887136	53.6926	0.922056	2.07975
5.4	0.851523	0.958562	53.7924	1.12873	3.57639
5.41	0.99818	1.02179	53.8922	-0.549863	-5.73678
5.42	1.08507	1.05411	53.992	3.17209	-3.50177
5.43	0.993537	1.06081	54.0918	-3.48057	0.817731
5.44	1.12707	1.06547	54.1916	-0.384875	-0.937331
5.45	1.10466	1.08608	54.2914	-0.936279	3.11987
5.46	1.15059	1.11721	54.3912	-1.26943	1.24522
5.47	1.18127	1.13336	54.491	-1.05614	2.27478
5.48	0.947613	1.11108	54.5908	0.210427	0.0701111
5.49	1.03959	1.05159	54.6906	-1.42718	-2.08867
5.5	1.02162	0.9843	54.7904	4.5516	2.82882
5.51	0.986572	0.946952	54.8902	-2.3418	-2.90782
5.52	1.06124	0.957233	54.99	4.25594	0.582798
5.53	0.998548	0.99855	55.0898	0.822866	2.08215
5.54	0.856942	1.03223	55.1896	-2.56161	-3.12654
5.55	1.0616	1.02748	55.2894	2.2526	1.96922
5.56	0.941418	0.985783	55.3892	5.57637	-1.32872
5.57	0.978837	0.940318	55.489	-0.372665	1.1204
5.58	1.09628	0.930231	55.5888	0.0533994	1.88532
5.59	0.952645	0.969782	55.6886	-0.674213	1.20685
5.6	0.914894	1.03667	55.7884	2.7322	0.981737
5.61	1.05298	1.08894	55.8882	-2.8265	0.903858
5.62	1.00382	1.09715	55.988	-2.51476	-0.502481
5.63	1.29022	1.06651	56.0878	4.49727	4.40055
5.64	1.00401	1.03154	56.1876	1.1105	1.2333
5.65	0.952322	1.02772	56.2874	-0.70193	0.771189
5.66	1.17101	1.06297	56.3872	0.556249	-3.68991
5.67	1.02473	1.11144	56.487	-1.40187	3.97371
5.68	1.11941	1.13417	56.5868	-1.42383	1.09128
5.69	1.01332	1.10956	56.6866	-1.40204	0.290625
5.7	1.20186	1.04923	56.7864	0.547966	2.95261
5.71	0.96285	0.987386	56.8862	-2.22461	-2.45322
5.72	0.966885	0.953655	56.986	-1.36397	-2.95252
5.73	1.00055	0.952263	57.0858	-4.24317	-1.07176
5.74	0.932929	0.964113	57.1856	0.940231	-2.84774
5.75	0.851784	0.968048	57.2854	2.00815	0.748756
5.76	0.920732	0.961182	57.3852	-6.95082	-1.43292
5.77	0.975745	0.959564	57.485	2.45983	1.31139
5.78	1.23488	0.97876	57.5848	-1.3481	-1.28129
5.79	1.00859	1.01306	57.6846	0.967223	-2.66751
5.8	0.880228	1.03474	57.7844	0.203358	1.49821
5.81	0.959844	1.01732	57.8842	-8.42565	-1.534
5.82	0.860354	0.963909	57.984	-0.211232	-0.189918
5.83	0.996274	0.913382	58.0838	0.665575	-0.0620673
5.84	1.13061	0.913609	58.1836	2.05552	-7.75846
5.85	0.884485	0.979751	58.2834	-3.16442	3.75398
5.86	1.15522	1.07291	58.3832	2.65987	0.874502
5.87	1.05905	1.12256	58.483	-0.75179	-1.68459
5.88	0.786256	1.08154	58.5828	-2.63883	0.0257211
5.89	1.12127	0.971197	58.6826	1.23111	-0.471835
5.9	0.890037	0.875369	58.7824	1.11951	-0.153068
5.91	1.08706	0.878363	58.8822	0.125486	-2.05001
5.92	1.07247	0.990301	58.982	3.30838	-4.57835
5.93	0.938996	1.12347	59.0818	-2.0064	7.29347
5.94	1.04483	1.15439	59.1816	-0.566809	-3.99458
5.95	0.860132	1.04275	59.2814	4.27955	4.01858
5.96	1.03344	0.924951	59.3812	-1.32018	-0.729412
5.97	1.33575	1.09997	59.481	-0.575961	-2.8338
5.98	2.08534	1.88765	59.5808	2.18849	1.32022
5.99	3.41877	3.42743	59.6806	-2.09325	0.266259
6	5.07212	5.53902	59.7804	1.65706	-1.20738
6.01	7.56144	7.74439	59.8802	-1.5901	-1.77076
6.02	9.77042	9.45972	59.98	1.40586	-2.14616
6.03	10.396	10.2617	60.0798	3.12501	4.25925
6.04	10.0013	10.0816	60.1796	-1.483	3.63339
6.05	9.80048	9.21761	60.2794	1.80146	-0.215314
6.06	7.73283	8.15923	60.3792	-1.30922	2.22603
6.07	6.48862	7.32503	60.479	-1.15399	0.236213
6.08	7.20748	6.8601	60.5788	-1.68698	2.10294
6.09	6.96925	6.60012	60.6786	2.447	1.0111
6.1	6.86544	6.21046	60.7784	1.33056	-3.03575
6.11	4.93499	5.41287	60.8782	-2.41601	1.7224
6.12	3.83334	4.1717	60.978	-4.51065	-3.50459
6.13	2.41099	2.74293	61.0778	-0.644125	-1.99206
6.14	1.75074	1.56717	61.1776	-4.52707	3.54753
6.15	1.58291	1.06663	61.2774	-5.20285	-2.94531
6.16	1.5411	1.44658	61.3772	3.2869	1.92272
6.17	2.4153	2.59201	61.477	-3.81687	-0.519267
6.18	3.9057	4.10177	61.5768	4.80938	-0.450065
6.19	5.06132	5.44232	61.6766	-0.716138	3.17421
6.2	6.58601	6.15388	61.7764	1.06332	-4.52536
6.21	6.09954	6.02243	61.8762	2.75265	6.4525
6.22	5.12208	5.1451	61.976	-1.94601	-0.0247386
6.23	3.96455	3.86268	62.0758	2.59727	0.560104
6.24	2.34805	2.59289	62.1756	1.39077	3.42101
6.25	1.73442	1.64668	62.2754	1.25814	-6.26008
6.26	0.972495	1.12	62.3752	-0.439175	1.45388
6.27	1.08312	0.914038	62.475	-4.49404	0.808024
6.28	0.835634	0.864076	62.5749	-3.12769	1.09329
6.29	0.85866	0.891669	62.6747	-1.88458	-1.85508
6.3	1.15897	1.07771	62.7745	0.244257	-0.35078
6.31	1.69832	1.60241	62.8743	1.60965	-0.557557
6.32	2.51507	2.5857	62.9741	-3.21521	-1.74242
6.33	3.67748	3.93341	63.0739	2.36883	1.15582
6.34	5.26807	5.30107	63.1737	-3.07397	-0.53572
6.35	6.37239	6.21886	63.2735	-5.06494	0.444512
6.36	6.68533	6.31804	63.3733	0.622881	-1.58548
6.37	5.38329	5.52887	63.4731	-0.935942	0.037226
6.38	4.03269	4.12958	63.5729	1.0235	3.77257
6.39	2.27762	2.61319	63.6727	-0.875931	1.3748
6.4	1.44829	1.44775	63.7725	5.17577	1.57437
6.41	1.15079	0.867541	63.8723	-0.768188	-0.350219
6.42	1.09665	0.807674	63.9721	0.370881	0.823533
6.43	0.930506	1.00271	64.0719	5.07064	0.0674219
6.44	0.897967	1.17186	64.1717	-3.25209	-1.8781
6.45	0.926899	1.17178	64.2715	5.18798	-0.774871
6.46	1.14753	1.0345	64.3713	3.05573	1.70349
6.47	1.22522	0.890973	64.4711	-1.9418	-2.1435
6.48	0.797351	0.851904	64.5709	1.84908	1.7031
6.49	0.879989	0.931597	64.6707	1.59996	-2.64178
6.5	1.11813	1.05615	64.7705	0.931176	0.115482
6.51	0.868532	1.13286	64.8703	0.913585	-1.57719
6.52	1.14012	1.11972	64.9701	1.91828	1.15592
6.53	1.16475	1.04501	65.0699	-2.23445	2.08188
6.54	1.0409	0.972004	65.1697	5.19397	-1.25456
6.55	0.989361	0.944659	65.2695	-1.76804	-2.47064
6.56	0.911158	0.958584	65.3693	-1.40004	2.00675
6.57	0.896645	0.975001	65.4691	-3.10916	1.83159
6.58	0.853408	0.959746	65.5689	-2.51906	-1.16814
6.59	1.05304	0.912456	65.6687	-0.700104	1.21108
6.6	0.819132	0.863827	65.7685	1.56005	-2.28935
6.61	0.899773	0.847352	65.8683	-3.71899	4.44996
6.62	0.984123	0.871726	65.9681	-2.81445	-1.57752
6.63	0.780477	0.916443	66.0679	-3.49796	1.05025
6.64	0.952975	0.951499	66.1677	-1.47441	2.4182
6.65	0.843402	0.962077	66.2675	1.3221	-5.72977
6.66	1.02766	0.95706	66.3673	-1.53556	3.00029
6.67	1.07671	0.956112	66.4671	-1.65868	-1.69991
6.68	0.985865	0.969054	66.5669	4.23335	-0.821304
6.69	0.905424	0.986914	66.6667	0.869164	1.91132
6.7	0.964198	0.992291	66.7665	-2.20387	-2.0089
6.71	0.948209	0.978671	66.8663	1.36342	1.01632
6.72	1.04244	0.960106	66.9661	-4.46882	3.41357
6.73	0.88183	0.961222	67.0659	2.02726	1.45383
6.74	1.05377	0.995289	67.1657	-1.88354	6.43681
6.75	1.08179	1.04935	67.2655	1.12253	-2.06907
6.76	1.09809	1.09028	67.3653	-1.51574	-0.545661
6.77	1.04996	1.08846	67.4651	-2.73166	-2.52884
6.78	1.00206	1.04039	67.5649	0.100155	0.992868
6.79	0.914107	0.972263	67.6647	2.05444	0.304637
6.8	0.95853	0.921258	67.7645	-2.43858	-0.740312
6.81	1.06876	0.909505	67.8643	-1.21209	1.23045
6.82	0.922064	0.930971	67.9641	-2.47227	-3.51472
6.83	0.805676	0.960537	68.0639	1.48303	-4.49034
6.84	0.976928	0.976222	68.1637	-1.92921	2.1547
6.85	0.979563	0.975396	68.2635	-1.3273	-2.49044
6.86	1.08334	0.972074	68.3633	2.68604	4.25498
6.87	0.891046	0.97941	68.4631	-0.0021706	-2.66144
6.88	1.00279	0.99435	68.5629	4.19703	-5.46251
6.89	1.134	0.999179	68.6627	0.766265	0.43639
6.9	0.840569	0.979118	68.7625	2.78567	-1.90987
6.91	0.894799	0.939906	68.8623	0.587798	0.197062
6.92	0.976004	0.908044	68.9621	-3.22939	-0.133358
6.93	0.859528	0.910845	69.0619	-0.0158142	-3.52013
6.94	1.02799	0.951787	69.1617	0.125159	2.15556
6.95	1.05125	1.0028	69.2615	0.401517	-1.08749
6.96	1.0191	1.02279	69.3613	1.50586	-0.903685
6.97	0.83298	0.989972	69.4611	-1.28574	0.730959
6.98	0.929127	0.922414	69.5609	-0.256783	-1.42336
6.99	0.929826	0.868453	69.6607	-2.2987	2.55617
7	0.989545	0.871695	69.7605	1.92646	-0.0278268
7.01	0.852909	0.936425	69.8603	1.0977	1.53
7.02	0.968555	1.02082	69.9601	-1.10246	-0.579228
7.03	1.17901	1.0652	70.0599	3.3484	-0.0848975
7.04	0.841315	1.03541	70.1597	-2.49376	1.3664
7.05	1.08145	0.948948	70.2595	-0.920927	-1.31483
7.06	0.834582	0.863657	70.3593	1.37431	-3.26659
7.07	0.888665	0.83691	70.4591	1.63141	0.953274
7.08	0.871417	0.885721	70.5589	1.39228	-1.44368
7.09	0.989125	0.977278	70.6587	-0.872849	1.16342
7.1	0.978309	1.05588	70.7585	0.076912	-3.57522
7.11	1.04724	1.08449	70.8583	1.92752	-0.741454
7.12	1.14871	1.06864	70.9581	0.633786	-0.387849
7.13	1.14866	1.04552	71.0579	5.93856	0.894195
7.14	0.928914	1.04897	71.1577	0.971884	2.3436
7.15	1.04546	1.07986	71.2575	-0.761129	-3.1934
7.16	1.21694	1.10626	71.3573	0.698219	-7.90997
7.17	0.9796	1.0925	71.4571	-2.4783	2.55913
7.18	1.0921	1.03244	71.5569	0.398585	-4.8655
7.19	0.909987	0.958533	71.6567	-2.04718	1.38418
7.2	0.988533	0.918014	71.7565	-0.452629	-3.58292
7.21	1.00276	0.934893	71.8563	-3.24093	3.91709
7.22	0.82265	0.988961	71.9561	-3.03594	0.822874
7.23	1.09287	1.03012	72.0559	2.77892	2.15744
7.24	0.952183	1.01809	72.1557	-1.5026	3.55205
7.25	1.08683	0.956431	72.2555	-0.632744	-2.92972
7.26	0.869269	0.892996	72.3553	1.81665	-0.0428911
7.27	0.858426	0.884838	72.4551	-4.49883	0.462581
7.28	0.938176	0.953697	72.5549	2.7914	-1.37339
7.29	1.01781	1.06649	72.6547	0.761316	2.17671
7.3	1.21998	1.15666	72.7545	0.116229	-0.733147
7.31	1.16765	1.17101	72.8543	-1.46423	0.579199
7.32	1.15811	1.10703	72.9541	-7.01766	4.41128
7.33	0.945068	1.01273	73.0539	-0.150248	-0.0418665
7.34	0.95848	0.950037	73.1537	1.83796	4.80624
7.35	0.91705	0.949792	73.2535	-1.64046	-0.861614
7.36	1.01587	0.992591	73.3533	0.81327	2.44189
7.37	1.0512	1.02853	73.4531	-3.29078	1.06677
7.38	1.09008	1.01893	73.5529	-2.8647	-3.14875
7.39	0.864037	0.966819	73.6527	0.694594	1.82195
7.4	0.893193	0.912734	73.7525	-2.35711	-0.404952
7.41	0.938523	0.900603	73.8523	2.39617	-4.73663
7.42	0.903087	0.941709	73.9521	-1.31207	4.56223
7.43	1.13795	1.00567	74.0519	-0.0464321	-1.32891
7.44	0.952893	1.04522	74.1517	3.1978	3.44265
7.45	1.01619	1.03455	74.2515	0.111618	-1.85098
7.46	1.0372	0.990235	74.3513	-0.717934	1.99836
7.47	0.856672	0.958007	74.4511	0.0300086	3.34651
7.48	1.06122	0.975765	74.5509	-0.311485	-0.373576
7.49	1.06779	1.04213	74.6507	0.651177	4.79426
7.5	1.11275	1.1155	74.7505	0.086714	-2.96768
7.51	1.12274	1.14473	74.8503	1.92134	0.881953
7.52	1.04227	1.10787	74.9501	-3.26237	2.24516
7.53	1.06315	1.02933	75.0499	1.45024	2.48778
7.54	0.990722	0.962717	75.1497	-0.574443	1.2121
7.55	0.986773	0.952353	75.2495	-2.17985	-1.60621
7.56	0.958069	1.0026	75.3493	1.05227	1.7485
7.57	1.09065	1.07675	75.4491	-3.58452	0.288577
7.58	1.09025	1.12481	75.5489	-1.66905	1.51667
7.59	1.15259	1.11818	75.6487	-1.59782	5.06945
7.6	1.01874	1.06603	75.7485	0.680381	0.78519
7.61	1.04356	1.00377	75.8483	3.75939	-4.27618
7.62	1.0012	0.965346	75.9481	0.863206	1.68221
7.63	0.934786	0.96172	76.0479	-0.901574	1.95485
7.64	0.971105	0.980072	76.1477	-0.53605	3.21286
7.65	0.966322	1.00055	76.2475	-1.24246	2.20145
7.66	1.00873	1.01385	76.3473	2.62067	-2.88162
7.67	1.09228	1.02484	76.4471	-4.69394	-0.807577
7.68	1.01086	1.04103	76.5469	0.210198	1.41614
7.69	1.10414	1.05879	76.6467	1.08032	1.78428
7.7	1.01177	1.06153	76.7465	0.00210654	3.80676
7.71	0.984026	1.03289	76.8463	-1.7223	-1.43315
7.72	1.00428	0.973861	76.9461	-3.09918	1.62041
7.73	0.983115	0.908039	77.0459	1.42223	-3.13809
7.74	0.800407	0.868556	77.1457	2.51629	6.01096
7.75	0.897042	0.87543	77.2455	3.99147	0.666125
7.76	0.956017	0.920932	77.3453	5.39318	0.151474
7.77	0.876148	0.97484	77.4451	0.592123	3.21399
7.78	1.03091	1.00599	77.5449	-1.84769	-3.9144
7.79	1.08107	1.00362	77.6447	3.25046	-1.95195
7.8	0.973222	0.982283	77.7445	-2.24716	2.31532
7.81	0.913241	0.967538	77.8443	3.32662	-4.61713
7.82	0.937037	0.974708	77.9441	0.688241	0.388935
7.83	1.06664	0.998238	78.0439	0.593081	1.26193
7.84	1.07773	1.01951	78.1437	1.9305	-0.265347
7.85	0.91182	1.02534	78.2435	-2.22344	-0.373295
7.86	1.06612	1.02037	78.3433	0.946014	-3.24376
7.87	0.974179	1.02208	78.4431	-1.04302	0.913401
7.88	1.14379	1.0425	78.5429	-0.604246	0.788533
7.89	0.961467	1.07297	78.6427	2.06287	2.61022
7.9	1.26223	1.08669	78.7425	-0.410401	4.63949
7.91	0.842367	1.05947	78.8423	0.163051	-5.25323
7.92	1.04934	0.992593	78.9421	-0.473961	0.377621
7.93	1.02181	0.918488	79.0419	3.04567	-0.875497
7.94	0.836112	0.88169	79.1417	2.3838	1.3555
7.95	0.85137	0.90752	79.2415	2.7447	2.63894
7.96	1.05227	0.981754	79.3413	-2.25009	2.04879
7.97	0.981199	1.05783	79.4411	-0.499941	0.467853
7.98	1.13939	1.08792	79.5409	-3.0871	-0.412083
7.99	1.08462	1.05587	79.6407	-0.536919	1.95159
8	0.961952	0.987801	79.7405	-4.63823	0.137476
8.01	0.876801	0.93243	79.8403	3.57191	-0.586516
8.02	0.956268	0.925789	79.9401	-0.366723	0.660173
8.03	1.02183	0.966422	80.0399	-0.142597	-0.376929
8.04	0.982437	1.01914	80.1397	1.70519	1.55217
8.05	1.05758	1.04362	80.2395	-0.383109	2.77238
8.06	0.947999	1.0255	80.3393	-2.20945	-1.86126
8.07	1.0814	0.986213	80.4391	6.84565	2.32908
8.08	0.915376	0.964777	80.5389	-3.00614	-0.831629
8.09	1.0273	0.986121	80.6387	1.44537	-5.2874
8.1	0.984753	1.04096	80.7385	-0.374719	3.64038
8.11	1.12798	1.09265	80.8383	-2.24715	-2.8881
8.12	1.11658	1.10539	80.9381	8.68418	0.163395
8.13	1.07109	1.07177	81.0379	-7.6894	4.05951
8.14	0.9676	1.01824	81.1377	0.193038	-4.41557
8.15	0.995835	0.984426	81.2375	-0.0558372	5.26324
8.16	1.01088	0.992469	81.3373	-2.84497	0.195873
8.17	1.10582	1.02989	81.4371	5.80069	-6.5077
8.18	0.989795	1.05917	81.5369	-1.18368	4.44849
8.19	0.996044	1.04647	81.6367	-0.730157	-3.37315
8.2	1.00278	0.987844	81.7365	7.44711	2.1951
8.21	1.02106	0.913106	81.8363	-3.8187	1.90436
8.22	0.730221	0.865126	81.9361	4.59076	-7.87529
8.23	0.917892	0.870297	82.0359	-1.41115	0.614599
8.24	1.01323	0.922059	82.1357	-4.98608	-0.335409
8.25	0.952335	0.988657	82.2355	7.33843	-1.84439
8.26	0.879103	1.03781	82.3353	1.26692	3.69919
8.27	1.12817	1.0588	82.4351	-1.60568	-6.73059
8.28	1.23863	1.06559	82.5349	1.82761	1.04608
8.29	0.892002	1.08015	82.6347	-6.19841	-0.83791
8.3	1.18227	1.11026	82.7345	4.07394	-0.578193
8.31	1.21217	1.14017	82.8343	0.355923	6.56475
8.32	0.97769	1.14161	82.9341	0.482479	-3.56811
8.33	1.1899	1.0969	83.0339	0.0101037	2.67554
8.34	0.933228	1.01615	83.1337	-3.47947	-2.57014
8.35	1.04497	0.935068	83.2335	-0.207898	1.87222
8.36	0.913051	0.894207	83.3333	-1.63472	2.30531
8.37	0.941395	0.913918	83.4331	5.9051	-7.3542
8.38	0.816318	0.98225	83.5329	0.572029	2.2778
8.39	1.01946	1.06334	83.6327	-7.05196	-1.94014
8.4	1.2591	1.11964	83.7325	1.70362	0.535936
8.41	1.24047	1.13249	83.8323	-0.954198	6.55541
8.42	1.04168	1.10848	83.9321	4.3002	-6.87236
8.43	0.948144	1.06961	84.0319	4.03099	2.78587
8.44	1.01968	1.0365	84.1317	-11.6492	-7.1644
8.45	1.10751	1.01694	84.2315	5.56529	-1.73995
8.46	1.07542	1.00611	84.3313	-2.51923	8.78864
8.47	0.935884	0.995704	84.4311	0.259707	-13.4677
8.48	0.891733	0.983286	84.5309	6.47189	2.40077
8.49	1.05842	0.974695	84.6307	-11.0891	3.14579
8.5	1.02992	0.978838	84.7305	2.89329	-2.25707
8.51	0.924837	1.00005	84.8303	0.828977	13.2551
8.52	1.0003	1.03423	84.9301	0.735574	-6.59886
8.53	1.11588	1.07123	85.0299	5.42717	1.43908
8.54	1.11891	1.10068	85.1297	-11.3574	4.56885
8.55	1.21015	1.11672	85.2295	1.73107	-6.02747
8.56	0.880782	1.11882	85.3293	9.15016	9.4079
8.57	1.2558	1.1095	85.4291	1.30218	1.65093
8.58	1.09927	1.09219	85.5289	3.93978	-7.95588
8.59	1.0952	1.07094	85.6287	-8.28139	-1.1559
8.6	0.965359	1.05126	85.7285	-2.14717	-3.02965
8.61	1.0446	1.03958	85.8283	1.15371	4.27882
8.62	1.05089	1.04004	85.9281	0.0816227	1.62129
8.63	1.16073	1.05034	86.0279	3.63745	-3.9563
8.64	0.979187	1.06044	86.1277	-5.47606	1.89199
8.65	1.03097	1.05667	86.2275	-6.34453	4.99726
8.66	1.01665	1.03008	86.3273	2.19455	1.88155
8.67	0.94861	0.983739	86.4271	10.5485	1.2573
8.68	1.07065	0.933792	86.5269	0.0111856	-2.94924
8.69	0.910498	0.902196	86.6267	-9.24702	-6.31507
8.7	0.798589	0.904827	86.7265	5.96745	7.7573
8.71	0.92673	0.94201	86.8263	-2.11979	2.71231
8.72	1.02026	0.997525	86.9261	10.152	-9.00218
8.73	1.06871	1.04701	87.0259	5.2906	9.46675
8.74	1.10664	1.07089	87.1257	-13.5817	-8.07842
8.75	1.03376	1.06412	87.2255	14.102	-2.58734
8.76	1.06535	1.0371	87.3253	-12.206	16.8041
8.77	0.932352	1.00766	87.4251	5.22459	-19.5871
8.78	0.994365	0.989486	87.525	16.145	6.36205
8.79	1.04887	0.984218	87.6248	-26.4584	-7.29037
8.8	0.983864	0.982132	87.7246	15.37	-9.23376
8.81	0.925763	0.970517	87.8244	-1.81212	30.4416
8.82	0.904027	0.944211	87.9242	-6.62482	-21.7388
8.83	1.03658	0.91122	88.024	26.9151	2.25194
8.84	0.85962	0.889445	88.1238	-32.7215	3.44415
8.85	0.794399	0.896055	88.2236	2.8858	-19.6935
8.86	0.982444	0.935851	88.3234	12.7786	31.9092
8.87	0.948251	0.996014	88.4232	-12.4707	-18.8409
8.88	1.19346	1.05112	88.523	23.6614	-9.66805
8.89	1.05473	1.07619	88.6228	-17.4255	14.9566
8.9	1.01563	1.06049	88.7226	-4.08429	-21.4274
8.91	0.922269	1.01387	88.8224	13.894	24.1147
8.92	0.967115	0.961432	88.9222	-8.57529	-3.45787
8.93	1.03773	0.929591	89.022	22.5968	-11.9765
8.94	0.954529	0.931426	89.1218	-11.6085	7.74807
8.95	0.956216	0.960274	89.2216	-12.2807	-15.5794
8.96	0.932097	0.995234	89.3214	13.0854	17.6992
8.97	0.904361	1.01501	89.4212	-6.77421	5.75079
8.98	1.16765	1.0112	89.521	13.6451	-14.4048
8.99	0.945094	0.992797	89.6208	-10.0053	2.98447
9	1.04026	0.979067	89.7206	-4.27909	-7.06923
9.01	0.954969	0.986002	89.8204	4.43595	18.1788
9.02	0.966243	1.01514	89.9202	-3.62436	-3.36333
9.03	1.06767	1.05212	90.02	16.2988	-6.78774
9.04	1.11047	1.07562	90.1198	-14.9286	-0.0347341
9.05	1.02658	1.07071	90.2196	-3.01028	-8.69379
9.06	0.997374	1.03796	90.3194	3.45518	27.1003
9.07	1.14169	0.992829	90.4192	-4.81288	-3.47922
9.08	0.931651	0.956327	90.519	27.5921	-12.6175
9.09	0.84213	0.943329	90.6188	-17.6201	5.06532
9.1	0.915431	0.955587	90.7186	-6.97986	-14.0184
9.11	1.07275	0.982898	90.8184	13.3881	27.6257
9.12	1.04517	1.01039	90.9182	-11.2548	4.99293
9.13	0.982347	1.02661	91.018	24.9728	-22.2491
9.14	1.06333	1.02776	91.1178	-9.61161	10.4941
9.15	0.939233	1.01681	91.2176	-20.6784	-15.6545
9.16	1.05212	0.999736	91.3174	18.2492	13.8667
9.17	0.936346	0.981997	91.4172	-7.44628	15.0025
9.18	1.03148	0.967231	91.517	10.9974	-21.2012
9.19	0.924085	0.957573	91.6168	1.40056	-0.736708
9.2	0.987892	0.954138	91.7166	-25.3396	-3.59746
9.21	0.892132	0.956738	91.8164	2.36655	-8.23124
9.22	1.02927	0.963375	91.9162	13.9264	16.2052
9.23	0.933361	0.97064	92.016	-6.38971	-12.5851
9.24	0.956198	0.975363	92.1158	12.2365	-22.4953
9.25	1.00131	0.976492	92.2156	-17.814	19.4173
9.26	0.997664	0.975576	92.3154	-20.7071	-5.0901
9.27	0.950197	0.975219	92.4152	37.1322	7.47678
9.28	1.02432	0.976559	92.515	-10.0949	12.5323
9.29	0.881128	0.97787	92.6148	-6.68825	-46.1766
9.3	1.03963	0.975656	92.7146	19.3373	26.1396
9.31	0.942319	0.967647	92.8144	-48.7888	10.0632
9.32	0.969035	0.955474	92.9142	41.9849	-30.2428
