x	y	y_inv	frequency	y_fft(real)	y_fft(imaginary)
4.85	1.01115	1.07318	48.4	-0.312233	0.152782
4.86	1.13645	1.07832	48.5	0.226974	-0.764061
4.87	1.01169	1.06115	48.6	-2.02259	-0.818557
4.88	1.02488	1.0216	48.7	-0.160234	2.316
4.89	1.01117	0.971485	48.8	2.79562	1.2861
4.9	0.914175	0.93185	48.9	0.342874	-0.644619
4.91	0.835807	0.922431	49	-2.95247	1.60288
4.92	1.05852	0.949538	49.1	-1.88142	0.132262
4.93	1.09717	1.0011	49.2	3.30735	-1.75578
4.94	0.901269	1.05328	49.3	1.75033	-6.34992
4.95	1.01586	1.08466	49.4	1.53002	3.7102
4.96	1.20188	1.08829	49.5	2.32125	-1.56569
4.97	1.02814	1.07326	49.6	2.69783	-1.70992
4.98	1.16592	1.05555	49.7	-4.43321	-0.912642
4.99	0.962429	1.04563	49.8	-1.66724	-1.48201
5	1.01817	1.04252	49.9	0.533124	3.03881
5.01	1.09087	1.03816	50	2.5236	0
5.02	0.964296	1.02718	50.1	0.533124	-3.03881
5.03	1.06167	1.01323	50.2	-1.66724	1.48201
5.04	0.927117	1.0062	50.3	-4.43321	0.912642
5.05	1.12969	1.0126	50.4	2.69783	1.70992
5.06	1.01923	1.02796	50.5	2.32125	1.56569
5.07	1.04811	1.0382	50.6	1.53002	-3.7102
5.08	0.928082	1.0297	50.7	1.75033	6.34992
5.09	0.929685	1.00018	50.8	3.30735	1.75578
5.1	1.14658	0.961238	50.9	-1.88142	-0.132262
5.11	0.872447	0.930243	51	-2.95247	-1.60288
5.12	0.972439	0.91782	51.1	0.342874	0.644619
5.13	0.871825	0.921044	51.2	2.79562	-1.2861
5.14	0.892467	0.927767	51.3	-0.160234	-2.316
5.15	0.881602	0.928304	51.4	-2.02259	0.818557
5.16	0.940428	0.92453	51.5	0.226974	0.764061
5.17	1.10496	0.928554	51.6	-0.312233	-0.152782
5.18	0.857053	0.951885	51.7	4.68385	1.01843
5.19	0.920344	0.994157	51.8	-3.60917	3.0959
5.2	1.04175	1.04107	51.9	1.38452	1.34351
5.21	1.18088	1.07365	52	1.96085	-1.87352
5.22	0.945987	1.08152	52.1	2.56873	-0.2379
5.23	1.22602	1.06929	52.2	-0.498845	2.31495
5.24	0.942074	1.05116	52.3	-2.09496	2.16823
5.25	1.04286	1.03846	52.4	-3.70706	-2.53537
5.26	0.995214	1.0312	52.5	-3.26635	2.57297
5.27	1.21401	1.02081	52.6	-1.30527	-1.31945
5.28	0.81797	1.00151	52.7	1.71791	0.273963
5.29	1.03359	0.979571	52.8	-2.93433	-0.732223
5.3	0.934255	0.970829	52.9	-0.679224	-6.01626
5.31	0.930851	0.98706	53	-1.66931	2.06347
5.32	1.20149	1.0222	53.1	1.26116	-2.74592
5.33	1.00744	1.05136	53.2	3.55364	-0.764663
5.34	0.982152	1.0462	53.3	-3.9837	-1.92069
5.35	1.0223	0.996538	53.4	-0.0380924	-1.26867
5.36	0.841545	0.921464	53.5	2.85599	2.11628
5.37	0.893456	0.859905	53.6	0.327643	1.00007
5.38	0.894888	0.845877	53.7	1.36222	1.79071
5.39	0.973421	0.886066	53.8	2.21041	3.77756
5.4	0.851523	0.956422	53.9	-1.7437	-4.92223
5.41	0.99818	1.02035	54	2.44785	-4.66466
5.42	1.08507	1.05456	54.1	-2.90177	1.06202
5.43	0.993537	1.06277	54.2	-0.7468	-1.34606
5.44	1.12707	1.06732	54.3	-0.140961	2.79638
5.45	1.10466	1.08629	54.4	-0.980079	1.43517
5.46	1.15059	1.11561	54.5	-0.598391	2.64079
5.47	1.18127	1.13127	54.6	0.0440489	0.397077
5.48	0.947613	1.11024	54.7	-2.54101	-1.49806
5.49	1.03959	1.05269	54.8	4.95943	1.4628
5.5	1.02162	0.986424	54.9	-3.26498	-1.93842
5.51	0.986572	0.94835	55	3.87715	-1.04175
5.52	1.06124	0.95675	55.1	1.84916	1.68861
5.53	0.998548	0.99659	55.2	-3.60673	-2.17805
5.54	0.856942	1.03042	55.3	2.04783	1.03631
5.55	1.0616	1.02731	55.4	4.9595	-3.43352
5.56	0.941418	0.987396	55.5	0.578515	0.417884
5.57	0.978837	0.942377	55.6	1.04771	1.31344
5.58	1.09628	0.931034	55.7	-0.0438902	1.2104
5.59	0.952645	0.968667	55.8	3.42071	-0.298598
5.6	0.914894	1.03457	55.9	-1.64853	1.62215
5.61	1.05298	1.08759	56	-3.01418	0.269756
5.62	1.00382	1.09766	56.1	5.60606	2.36004
5.63	1.29022	1.06847	56.2	2.41965	0.957667
5.64	1.00401	1.03331	56.3	0.591033	1.42804
5.65	0.952322	1.02785	56.4	-0.260505	-3.91632
5.66	1.17101	1.06135	56.5	0.942226	3.6375
5.67	1.02473	1.10941	56.6	-0.118943	1.82944
5.68	1.11941	1.13341	56.7	-0.684729	1.10182
5.69	1.01332	1.11069	56.8	2.65693	3.16589
5.7	1.20186	1.05132	56.9	-1.81103	-0.304008
5.71	0.96285	0.988701	57	-1.67769	-1.74198
5.72	0.966885	0.953109	57.1	-4.17919	1.23958
5.73	1.00055	0.950311	57.2	-0.816531	-2.75898
5.74	0.932929	0.96237	57.3	2.83144	-0.665
5.75	0.851784	0.967955	57.4	-6.7195	1.77506
5.76	0.920732	0.962812	57.5	2.37291	0.472549
5.77	0.975745	0.961567	57.6	-1.45261	-0.0218787
5.78	1.23488	0.979479	57.7	-0.245995	-2.96347
5.79	1.00859	1.01191	57.8	2.01247	0.581352
5.8	0.880228	1.03267	57.9	-7.85481	2.85146
5.81	0.959844	1.01605	58	-1.43531	0.783447
5.82	0.860354	0.964485	58.1	0.135069	0.914683
5.83	0.996274	0.915329	58.2	-2.38427	-8.15003
5.84	1.13061	0.915315	58.3	-1.87147	3.83661
5.85	0.884485	0.979807	58.4	2.37113	-0.196739
5.86	1.15522	1.07127	58.5	-1.24376	-1.15697
5.87	1.05905	1.12059	58.6	-2.82011	1.48715
5.88	0.786256	1.08086	58.7	-0.0776978	-0.576757
5.89	1.12127	0.972372	58.8	0.516839	-0.318432
5.9	0.890037	0.877423	58.9	-1.40205	-1.3248
5.91	1.08706	0.879596	59	-0.488392	-7.04784
5.92	1.07247	0.989696	59.1	2.0432	6.28772
5.93	0.938996	1.12153	59.2	-3.43267	-2.66222
5.94	1.04483	1.15272	59.3	5.46	0.653214
5.95	0.860132	1.04273	59.4	-0.565935	0.363286
5.96	1.03344	0.926594	59.5	-2.38433	-2.1176
5.97	1.33575	1.10191	59.6	2.37181	-0.817819
5.98	2.08534	1.88829	59.7	-1.38973	1.33547
5.99	3.41877	3.42624	59.8	0.672291	-1.89744
6	5.07212	5.53699	59.9	-2.68107	-0.859746
6.01	7.56144	7.7432	60	-1.7431	-3.70549
6.02	9.77042	9.46036	60.1	4.22798	-0.311361
6.03	10.396	10.2636	60.2	1.36803	3.1474
6.04	10.0013	10.0832	60.3	1.8215	-1.71489
6.05	9.80048	9.21759	60.4	1.10927	1.77978
6.06	7.73283	8.15758	60.5	-0.21858	0.517442
6.07	6.48862	7.32311	60.6	0.0123958	2.95305
6.08	7.20748	6.8595	60.7	3.3331	0.19401
6.09	6.96925	6.60133	60.8	0.774805	-3.74824
6.1	6.86544	6.21248	60.9	1.26616	1.8947
6.11	4.93499	5.41402	61	-4.51654	0.0267631
6.12	3.83334	4.17104	61.1	-1.92056	-2.45262
6.13	2.41099	2.74101	61.2	-0.804699	4.81729
6.14	1.75074	1.56557	61.3	-7.11308	2.06473
6.15	1.58291	1.06668	61.4	2.2295	-0.256282
6.16	1.5411	1.44823	61.5	-4.41903	3.01255
6.17	2.4153	2.59389	61.6	1.54935	-3.17054
6.18	3.9057	4.10233	61.7	1.36154	3.10325
6.19	5.06132	5.44109	61.8	-3.64468	-4.1477
6.2	6.58601	6.15189	61.9	5.63	1.91756
6.21	6.09954	6.02132	62	-1.066	1.82682
6.22	5.12208	5.14579	62.1	1.89375	-1.0295
6.23	3.96455	3.8646	62.2	4.86586	2.33619
6.24	2.34805	2.59445	62.3	-1.86365	-5.59621
6.25	1.73442	1.64659	62.4	1.71285	-0.995953
6.26	0.972495	1.11835	62.5	-1.41879	2.38492
6.27	1.08312	0.912184	62.6	-0.798357	3.31984
6.28	0.835634	0.863555	62.7	-2.71409	1.0627
6.29	0.85866	0.89291	62.8	-0.720198	0.376214
6.3	1.15897	1.07968	62.9	1.05141	-1.57798
6.31	1.69832	1.60348	63	-3.78497	0.855572
6.32	2.51507	2.58499	63.1	2.21698	-1.52962
6.33	3.67748	3.9315	63.2	-1.66413	0.664963
6.34	5.26807	5.29955	63.3	-3.67415	4.49175
6.35	6.37239	6.21897	63.4	-2.40056	-0.523834
6.36	6.68533	6.3197	63.5	-3.0609	0.720856
6.37	5.38329	5.53069	63.6	1.46968	2.14217
6.38	4.03269	4.13006	63.7	-1.14162	3.36478
6.39	2.27762	2.61193	63.8	3.88859	-1.40338
6.4	1.44829	1.4458	63.9	-0.577774	1.03038
6.41	1.15079	0.866507	64	0.0308444	2.05105
6.42	1.09665	0.808408	64.1	3.81546	-2.80679
6.43	0.930506	1.0046	64.2	-3.46625	2.46199
6.44	0.897967	1.17334	64.3	1.22314	-3.34758
6.45	0.926899	1.17163	64.4	4.0037	-1.85674
6.46	1.14753	1.03285	64.5	-2.35039	-0.0249944
6.47	1.22522	0.889182	64.6	2.4536	0.240932
6.48	0.797351	0.851459	64.7	-0.645672	-2.65278
6.49	0.879989	0.932862	64.8	0.746329	-1.11724
6.5	1.11813	1.05808	64.9	-1.02406	-2.34017
6.51	0.868532	1.13386	65	1.80937	-2.58839
6.52	1.14012	1.11896	65.1	0.694744	2.86169
6.53	1.16475	1.04313	65.2	3.37229	-5.31211
6.54	1.0409	0.970557	65.3	-1.86314	-2.99876
6.55	0.989361	0.94484	65.4	1.14355	-0.787759
6.56	0.911158	0.960239	65.5	0.998105	1.8401
6.57	0.896645	0.976759	65.6	-1.86333	0.813367
6.58	0.853408	0.960155	65.7	0.683769	1.25088
6.59	1.05304	0.911179	65.8	-1.00829	-4.44319
6.6	0.819132	0.861925	65.9	2.5501	3.19949
6.61	0.899773	0.846397	66	-1.69487	0.753497
6.62	0.984123	0.872505	66.1	-1.27793	3.2457
6.63	0.780477	0.918309	66.2	2.05579	4.6476
6.64	0.952975	0.952907	66.3	-4.12123	-3.14947
6.65	0.843402	0.961865	66.4	1.11012	2.59168
6.66	1.02766	0.955408	66.5	-2.93667	2.53543
6.67	1.07671	0.954387	66.6	-0.153673	-3.28131
6.68	0.985865	0.968682	66.7	2.31211	-1.03471
6.69	0.905424	0.988199	66.8	-3.04988	0.0382623
6.7	0.964198	0.994167	66.9	0.0347049	-2.78427
6.71	0.948209	0.979587	67	-0.470515	4.49138
6.72	1.04244	0.959306	67.1	0.709185	-1.35316
6.73	0.88183	0.959372	67.2	5.7239	5.06859
6.74	1.05377	0.99392	67.3	1.51303	-0.683764
6.75	1.08179	1.04959	67.4	1.21514	1.03519
6.76	1.09809	1.09193	67.5	-2.73089	1.88503
6.77	1.04996	1.09015	67.6	0.450523	1.7271
6.78	1.00206	1.04073	67.7	2.29335	-1.3776
6.79	0.914107	0.97097	67.8	-0.316919	1.4342
6.8	0.95853	0.919408	67.9	2.74122	2.42269
6.81	1.06876	0.908629	68	-1.83111	3.00841
6.82	0.922064	0.93179	68.1	-3.84013	-2.30571
6.83	0.805676	0.96237	68.2	0.593187	2.89086
6.84	0.976928	0.977553	68.3	-4.25437	2.27788
6.85	0.979563	0.975126	68.4	4.64057	1.8478
6.86	1.08334	0.970431	68.5	0.000962706	2.69031
6.87	0.891046	0.977754	68.6	-3.21296	-3.84172
6.88	1.00279	0.99405	68.7	-0.0117869	-0.0601812
6.89	1.134	1.00048	68.8	-0.87879	-3.35072
6.9	0.840569	0.980939	68.9	0.689828	-2.55956
6.91	0.894799	0.940743	69	-0.208333	2.20904
6.92	0.976004	0.907207	69.1	-4.08939	-0.913299
6.93	0.859528	0.909031	69.2	0.767718	0.794555
6.94	1.02799	0.950495	69.3	-1.02355	-0.0245931
6.95	1.05125	1.0031	69.4	-1.0018	-2.247
6.96	1.0191	1.02443	69.5	-0.119376	0.561006
6.97	0.83298	0.991592	69.6	-2.54534	-1.10096
6.98	0.929127	0.922679	69.7	0.0778059	3.40689
6.99	0.929826	0.867148	69.8	-0.412966	-0.326269
7	0.989545	0.869903	69.9	1.71359	-0.361828
7.01	0.852909	0.935627	70	-0.686362	1.9769
7.02	0.968555	1.02168	70.1	0.828868	-3.26047
7.03	1.17901	1.067	70.2	1.71816	2.03488
7.04	0.841315	1.03666	70.3	0.25021	2.34315
7.05	1.08145	0.948623	70.4	-2.79711	-0.319737
7.06	0.834582	0.86203	70.5	0.868339	-0.250198
7.07	0.888665	0.835328	70.6	-0.86777	-1.75696
7.08	0.871417	0.885491	70.7	1.92415	1.39722
7.09	0.989125	0.978586	70.8	-2.70054	0.656685
7.1	0.978309	1.05764	70.9	-1.25796	-0.749968
7.11	1.04724	1.08525	71	-1.83473	1.40714
7.12	1.14871	1.06777	71.1	1.01307	-4.8605
7.13	1.14866	1.04375	71.2	4.78275	-2.27367
7.14	0.928914	1.04776	71.3	1.76918	-0.923728
7.15	1.04546	1.08021	71.4	-6.72011	-4.82539
7.16	1.21694	1.10788	71.5	1.32125	0.581698
7.17	0.9796	1.09404	71.6	-5.0474	-3.38647
7.18	1.0921	1.03264	71.7	-0.464982	-0.177033
7.19	0.909987	0.957223	71.8	-6.26151	-3.17887
7.2	0.988533	0.916285	71.9	-0.618534	0.790976
7.21	1.00276	0.934174	72	-2.61039	3.43637
7.22	0.82265	0.989843	72.1	-0.432332	-2.21448
7.23	1.09287	1.03187	72.2	3.38706	1.14016
7.24	0.952183	1.01926	72.3	-2.33036	0.622674
7.25	1.08683	0.956056	72.4	-0.871235	-3.41911
7.26	0.869269	0.891392	72.5	-1.11709	4.0683
7.27	0.858426	0.883334	72.6	-3.08299	-1.81356
7.28	0.938176	0.953535	72.7	0.300699	-1.63775
7.29	1.01781	1.0678	72.8	-2.11747	-2.81108
7.3	1.21998	1.15835	72.9	-2.95951	-3.58737
7.31	1.16765	1.17169	73	0.87763	5.21826
7.32	1.15811	1.10613	73.1	-2.78061	2.02654
7.33	0.945068	1.01101	73.2	3.4543	-1.07441
7.34	0.95848	0.948911	73.3	-1.27398	1.00036
7.35	0.91705	0.950191	73.4	1.80525	-2.0029
7.36	1.01587	0.994181	73.5	2.63875	1.35035
7.37	1.0512	1.02999	73.6	-2.99106	3.10716
7.38	1.09008	1.01906	73.7	1.10648	0.189155
7.39	0.864037	0.965512	73.8	1.0487	3.99535
7.4	0.893193	0.911076	73.9	-6.4471	-1.21428
7.41	0.938523	0.899965	74	1.43872	2.00372
7.42	0.903087	0.942614	74.1	-3.37046	2.51803
7.43	1.13795	1.00736	74.2	1.96194	-1.4276
7.44	0.952893	1.0463	74.3	-3.13524	-0.762748
7.45	1.01619	1.03413	74.4	-1.66022	0.498203
7.46	1.0372	0.988662	74.5	1.51627	0.260215
7.47	0.856672	0.956587	74.6	-2.49882	0.807095
7.48	1.06122	0.97567	74.7	4.39274	0.0549615
7.49	1.06779	1.04343	74.8	-2.30683	0.610948
7.5	1.11275	1.11712	74.9	-1.62702	-3.07734
7.51	1.12274	1.14533	75	-0.353525	2.37505
7.52	1.04227	1.10695	75.1	1.20846	-1.16717
7.53	1.06315	1.02767	75.2	1.85121	-1.04445
7.54	0.990722	0.961679	75.3	-1.95083	1.68459
7.55	0.986773	0.952797	75.4	0.117342	-2.33597
7.56	0.958069	1.00415	75.5	-1.26235	1.73489
7.57	1.09065	1.07813	75.6	-1.86737	1.89927
7.58	1.09025	1.12488	75.7	3.75811	3.32142
7.59	1.15259	1.11689	75.8	4.07253	3.17102
7.6	1.01874	1.06445	75.9	-3.51238	-0.934914
7.61	1.04356	1.00321	76	-1.20155	-1.20479
7.62	1.0012	0.966267	76.1	-0.713736	0.186715
7.63	0.934786	0.96335	76.2	1.66264	0.0127252
7.64	0.971105	0.981063	76.3	4.35865	1.9713
7.65	0.966322	1.00008	76.4	-0.949161	-3.54512
7.66	1.00873	1.01232	76.5	-1.51624	3.60805
7.67	1.09228	1.02352	76.6	-0.645224	2.05555
7.68	1.01086	1.041	76.7	-0.778776	0.33088
7.69	1.10414	1.06008	76.8	3.66445	-0.733414
7.7	1.01177	1.06307	76.9	-0.385819	0.87792
7.71	0.984026	1.03341	77	3.26014	4.89186
7.72	1.00428	0.972935	77.1	-4.4148	4.51689
7.73	0.983115	0.906445	77.2	3.71501	2.84519
7.74	0.800407	0.867614	77.3	2.07844	1.52895
7.75	0.897042	0.875915	77.4	-0.269316	-3.11514
7.76	0.956017	0.922436	77.5	5.60637	-3.00466
7.77	0.876148	0.976117	77.6	0.998303	2.46267
7.78	1.03091	1.00599	77.7	-1.98951	-2.32725
7.79	1.08107	1.00234	77.8	4.87145	2.35185
7.8	0.973222	0.980797	77.9	-2.5818	-0.665323
7.81	0.913241	0.967068	78	-1.01777	-0.227008
7.82	0.937037	0.975638	78.1	1.02928	-0.044667
7.83	1.06664	0.999791	78.2	0.0904362	-3.00071
7.84	1.07773	1.0204	78.3	1.88091	0.774553
7.85	0.91182	1.02484	78.4	-3.13053	-0.421718
7.86	1.06612	1.01889	78.5	-1.25493	0.722166
7.87	0.974179	1.02086	78.6	-1.53412	2.38108
7.88	1.14379	1.04254	78.7	-1.11743	-0.758923
7.89	0.961467	1.07423	78.8	6.52881	-1.19341
7.9	1.26223	1.08813	78.9	-1.92604	0.792977
7.91	0.842367	1.05989	79	0.627348	2.72882
7.92	1.04934	0.991662	79.1	-2.03601	0.718182
7.93	1.02181	0.91698	79.2	-1.83825	-0.216976
7.94	0.836112	0.880852	79.3	-1.11209	-4.35284
7.95	0.85137	0.908041	79.4	1.09878	-1.40653
7.96	1.05227	0.983195	79.5	0.395945	-2.79945
7.97	0.981199	1.05899	79.6	-0.614912	0.819862
7.98	1.13939	1.08785	79.7	0.936475	-2.21639
7.99	1.08462	1.05463	79.8	2.83308	4.91966
8	0.961952	0.986422	79.9	-0.343269	-0.619867
8.01	0.876801	0.932052	80	0.916352	0.333587
8.02	0.956268	0.926718	80.1	-0.391551	1.89215
8.03	1.02183	0.967881	80.2	-0.552717	-0.574383
8.04	0.982437	1.01992	80.3	3.23599	-1.54145
8.05	1.05758	1.04309	80.4	1.18967	5.86038
8.06	0.947999	1.02409	80.5	1.40276	-5.68342
8.07	1.0814	0.985109	80.6	4.47947	0.0933234
8.08	0.915376	0.964881	80.7	-4.2653	0.64351
8.09	1.0273	0.987338	80.8	2.92381	-1.91448
8.1	0.984753	1.04228	80.9	1.05477	6.34015
8.11	1.12798	1.09298	81	-5.72694	-7.97753
8.12	1.11658	1.10447	81.1	5.58598	0.638632
8.13	1.07109	1.07037	81.2	-3.93661	2.3601
8.14	0.9676	1.01752	81.3	2.99048	-1.8485
8.15	0.995835	0.984978	81.4	7.82455	3.44549
8.16	1.01088	0.993828	81.5	-5.45289	-0.243984
8.17	1.10582	1.03093	81.6	4.14786	-1.05181
8.18	0.989795	1.05903	81.7	0.468191	6.03754
8.19	0.996044	1.04528	81.8	-1.33675	-5.59276
8.2	1.00278	0.986593	81.9	8.48978	0.152081
8.21	1.02106	0.912828	82	-4.30107	-1.95075
8.22	0.730221	0.866043	82.1	-1.19207	-2.62487
8.23	0.917892	0.871641	82.2	4.1593	6.50119
8.24	1.01323	0.922716	82.3	-3.4726	-0.699596
8.25	0.952335	0.988091	82.4	4.3155	-5.50601
8.26	0.879103	1.0365	82.5	-2.90818	1.94279
8.27	1.12817	1.05783	82.6	-2.62075	-4.73876
8.28	1.23863	1.06576	82.7	1.38911	5.23213
8.29	0.892002	1.0813	82.8	-5.1789	1.57303
8.3	1.18227	1.11144	82.9	4.24579	-2.94794
8.31	1.21217	1.1404	83	-2.61905	0.0308013
8.32	0.97769	1.14071	83.1	1.09277	-4.25105
8.33	1.1899	1.09563	83.2	-1.09748	1.87865
8.34	0.933228	1.01556	83.3	0.070621	-0.103059
8.35	1.04497	0.935647	83.4	8.70138	1.00038
8.36	0.913051	0.895462	83.5	-4.8656	-0.305734
8.37	0.941395	0.914804	83.6	-1.99549	-6.24233
8.38	0.816318	0.98204	83.7	0.53708	4.21448
8.39	1.01946	1.06222	83.8	-3.48994	2.13079
8.4	1.2591	1.11854	83.9	9.1974	-1.06291
8.41	1.24047	1.13232	84	-2.29449	1.59013
8.42	1.04168	1.10937	84.1	-0.464071	-12.7092
8.43	0.948144	1.0708	84.2	2.63139	7.77417
8.44	1.01968	1.03701	84.3	-7.60171	1.66868
8.45	1.10751	1.01635	84.4	11.3269	-5.81475
8.46	1.07542	1.00492	84.5	-3.98273	7.61313
8.47	0.935884	0.994905	84.6	-9.57408	-6.57229
8.48	0.891733	0.983534	84.7	3.79119	4.91182
8.49	1.05842	0.975772	84.8	-8.48669	7.47371
8.5	1.02992	0.979842	84.9	8.33863	-4.69896
8.51	0.924837	1.00015	85	-0.287639	4.05245
8.52	1.0003	1.03336	85.1	-8.48842	-6.69237
8.53	1.11588	1.07012	85.2	8.5865	1.85341
8.54	1.11891	1.10025	85.3	-1.82475	12.1389
8.55	1.21015	1.11732	85.4	1.52804	-3.42692
8.56	0.880782	1.11993	85.5	7.29594	-5.24113
8.57	1.2558	1.1102	85.6	-6.36182	-7.0625
8.58	1.09927	1.0919	85.7	0.948578	-0.332888
8.59	1.0952	1.06991	85.8	-2.55401	5.16127
8.6	0.965359	1.05036	85.9	0.169639	0.485647
8.61	1.0446	1.03955	86	4.2451	-0.427266
8.62	1.05089	1.04089	86.1	-6.55514	-2.46553
8.63	1.16073	1.05135	86.2	-4.78802	0.615725
8.64	0.979187	1.06077	86.3	4.63611	4.59123
8.65	1.03097	1.05606	86.4	7.24937	6.40029
8.66	1.01665	1.02905	86.5	0.967352	-5.72262
8.67	0.94861	0.983149	86.6	-1.86324	-8.52345
8.68	1.07065	0.934125	86.7	-0.608908	11.8569
8.69	0.910498	0.90316	86.8	-0.0171509	-1.27593
8.7	0.798589	0.90561	86.9	13.064	1.09297
8.71	0.92673	0.941965	87	-6.2856	6.15995
8.72	1.02026	0.996705	87.1	-2.00894	-16.2052
8.73	1.06871	1.04611	87.2	9.44618	10.2682
8.74	1.10664	1.07066	87.3	-18.2825	-0.352348
8.75	1.03376	1.06474	87.4	21.2286	-9.48879
8.76	1.06535	1.03803	87.5	1.30225	13.192
8.77	0.932352	1.00813	87.6	-13.687	-23.7971
8.78	0.994365	0.989105	87.7	15.7603	11.1191
8.79	1.04887	0.983326	87.8	-22.0991	16.5558
8.8	0.983864	0.981483	87.9	15.4351	-22.1503
8.81	0.925763	0.970649	88	11.8645	18.4535
8.82	0.904027	0.944996	88.1	-27.0796	-22.6756
8.83	1.03658	0.911988	88.2	18.1567	-3.86116
8.84	0.85962	0.889555	88.3	-11.607	30.9454
8.85	0.794399	0.895429	88.4	7.91299	-25.9641
8.86	0.982444	0.935031	88.5	19.0923	10.8713
8.87	0.948251	0.995692	88.6	-25.7774	-2.35165
8.88	1.19346	1.05155	88.7	12.9803	-13.74
8.89	1.05473	1.07699	88.8	-5.88859	28.7797
8.9	1.01563	1.06099	88.9	-0.691747	-12.2956
8.91	0.922269	1.01364	89	21.8605	4.15924
8.92	0.967115	0.960691	89.1	-18.9657	-4.21951
8.93	1.03773	0.928976	89.2	0.884545	-15.4294
8.94	0.954529	0.931455	89.3	-1.24675	24.6237
8.95	0.956216	0.960906	89.4	-6.10795	-4.05267
8.96	0.932097	0.99592	89.5	18.4995	-4.73736
8.97	0.904361	1.01516	89.6	-13.3358	-3.62026
8.98	1.16765	1.01071	89.7	0.689745	-4.69701
8.99	0.945094	0.992089	89.8	-6.43336	17.4459
9	1.04026	0.978756	89.9	2.26729	-7.59319
9.01	0.954969	0.986345	90	14.9042	2.60957
9.02	0.966243	1.01583	90.1	-15.0122	-9.1524
9.03	1.06767	1.05255	90.2	2.52169	-3.8149
9.04	1.11047	1.07543	90.3	-10.9786	24.2249
9.05	1.02658	1.07007	90.4	3.90281	-9.48953
9.06	0.997374	1.03744	90.5	27.1401	3.14394
9.07	1.14169	0.99287	90.6	-22.0416	-7.54031
9.08	0.931651	0.956892	90.7	2.78896	-10.8389
9.09	0.84213	0.943917	90.8	-3.87717	30.6846
9.1	0.915431	0.955683	90.9	-7.35857	-8.36828
9.11	1.07275	0.982421	91	31.656	-7.65908
9.12	1.04517	1.00976	91.1	-19.4102	1.13376
9.13	0.982347	1.02639	91.2	-7.50131	-21.7321
9.14	1.06333	1.02814	91.3	8.93932	23.8844
9.15	0.939233	1.01746	91.4	-12.0847	3.19244
9.16	1.05212	1.00007	91.5	20.9281	-16.2449
9.17	0.936346	0.981723	91.6	-3.4038	-1.35216
9.18	1.03148	0.966585	91.7	-19.4463	-15.3363
9.19	0.924085	0.95713	91.8	9.61736	-1.61188
9.2	0.987892	0.9543	91.9	4.55634	19.6782
9.21	0.892132	0.957373	92	0.921826	-17.6407
9.22	1.02927	0.963922	92.1	17.0059	-11.0582
9.23	0.933361	0.970602	92.2	-28.2661	10.6602
9.24	0.956198	0.974756	92.3	-9.65536	-11.4537
9.25	1.00131	0.975844	92.4	30.7722	24.3469
9.26	0.997664	0.975473	92.5	-16.1586	-0.316069
9.27	0.950197	0.975777	92.6	14.6975	-41.5864
9.28	1.02432	0.977302	92.7	0.344466	35.6547
9.29	0.881128	0.978135	92.8	-43.1664	-14.5256
9.3	1.03963	0.975179	92.9	54.455	-5.42146
9.31	0.942319	0.96682	93	-15.4274	34.5043
9.32	0.969035	0.955025	93.1	-11.6598	-57.4616
9.33	0.982472	0.945223	93.2	34.7188	33.1743
9.34	0.908236	0.943854	93.3	-67.6429	15.6123
9.35	0.954833	0.95508	93.4	47.2573	-36.3913
9.36	0.899182	0.978599	93.5	15.0155	59.957
9.37	1.149	1.0096	93.6	-36.7445	-63.7899
9.38	1.02542	1.04051	93.7	52.9791	-3.24587
9.39	0.941526	1.06327	93.8	-64.7101	56.0368
9.4	1.13449	1.07144	93.9	17.6176	-50.5911
9.41	1.14334	1.06193	94	52.3997	48.7793
9.42	0.943262	1.03647	94.1	-65.4631	-33.8556
9.43	1.07748	1.00238	94.2	41.9219	-27.7733
9.44	0.805696	0.971555	94.3	-27.4133	67.6868
9.45	1.09994	0.956533	94.4	-4.22794	-50.519
9.46	0.985874	0.96476	94.5	59	19.374
9.47	0.946729	0.993705	94.6	-59.7709	-3.85863
9.48	1.00765	1.03036	94.7	22.2055	-39.7433
9.49	1.12748	1.05662	94.8	-8.49029	51.1772
9.5	0.92339	1.05846	94.9	-19.7491	-21.203
9.51	1.0987	1.03385	95	46.0038	14.8998
9.52	1.06441	0.99439	95.1	-22.7108	-14.6828
9.53	0.970123	0.959224	95.2	5.79909	-26.9099
9.54	0.852709	0.944675	95.3	-24.7553	36.2195
9.55	0.936664	0.95573	95.4	9.25105	-2.1802
9.56	1.06936	0.984563	95.5	32.2826	12.9901
9.57	0.906471	1.01655	95.6	-27.2733	-37.0395
9.58	1.21146	1.03947	95.7	4.11522	-4.08244
9.59	0.936717	1.0498	95.8	-28.5781	41.5961
9.6	1.04924	1.05233	95.9	31.5663	-29.8797
9.61	1.1076	1.05438	96	18.8064	26.6861
9.62	1.00514	1.05917	96.1	-47.7686	-30.9557
9.63	1.00298	1.06337	96.2	45.6996	-11.7993
9.64	1.21562	1.06021	96.3	-47.4571	42.8511
9.65	1.00138	1.04548	96.4	7.49964	-48.187
9.66	0.963411	1.02171	96.5	46.166	57.4428
9.67	1.03688	0.997592	96.6	-46.9777	-35.3682
9.68	0.937795	0.983178	96.7	44.3619	-44.5625
9.69	1.03135	0.984362	96.8	-56.7948	75.2158
