x	y	s=1	s=2	s=3
5.84	1.13061	1.03702	1.0255	1.024
5.85	0.884485	0.992179	1.02403	1.04056
5.86	1.15522	1.05504	1.04352	1.04001
5.87	1.05905	1.01771	1.01052	1.00498
5.88	0.786256	0.93904	0.963316	0.967616
5.89	1.12127	1.01315	0.988691	0.97512
5.9	0.890037	0.979153	0.996385	1.00125
5.91	1.08706	1.03427	1.02871	1.03918
5.92	1.07247	1.03659	1.02163	1.04817
5.93	0.938996	1.00303	0.969464	1.01153
5.94	1.04483	1.03352	0.917371	0.946612
5.95	0.860132	1.05268	0.880041	0.890551
5.96	1.03344	1.2644	0.999625	0.958527
5.97	1.33575	1.70707	1.39836	1.30382
5.98	2.08534	2.52106	2.23231	2.10825
5.99	3.41877	3.77077	3.59491	3.49776
6	5.07212	5.37247	5.43264	5.42603
6.01	7.56144	7.27454	7.51584	7.58096
6.02	9.77042	8.8897	9.25432	9.37026
6.03	10.396	9.62413	10.1035	10.2608
6.04	10.0013	9.58669	10.0349	10.1377
6.05	9.80048	9.13465	9.31251	9.263
6.06	7.73283	8.01677	8.16674	8.09926
6.07	6.48862	7.18284	7.31598	7.26978
6.08	7.20748	7.04312	7.0447	6.9811
6.09	6.96925	6.73903	6.81001	6.81199
6.1	6.86544	6.20473	6.2318	6.28368
6.11	4.93499	5.00972	5.08922	5.20364
6.12	3.83334	3.88945	3.79504	3.85212
6.13	2.41099	2.82528	2.60779	2.58694
6.14	1.75074	2.1754	1.82433	1.7169
6.15	1.58291	1.95019	1.54467	1.39399
6.16	1.5411	2.09226	1.79529	1.6816
6.17	2.4153	2.78549	2.64086	2.58876
6.18	3.9057	3.84891	3.8919	3.91566
6.19	5.06132	4.85555	5.13333	5.23944
6.2	6.58601	5.65642	5.9639	6.07363
6.21	6.09954	5.5277	5.91034	6.03747
6.22	5.12208	4.82714	5.12149	5.20333
6.23	3.96455	3.83165	3.93541	3.93178
6.24	2.34805	2.70325	2.69073	2.64463
6.25	1.73442	1.93004	1.75524	1.67916
6.26	0.972495	1.35246	1.15405	1.10957
6.27	1.08312	1.15485	0.891447	0.865074
6.28	0.835634	1.02896	0.790178	0.792689
6.29	0.85866	1.09641	0.864651	0.857088
6.3	1.15897	1.40159	1.17474	1.12244
6.31	1.69832	1.9494	1.77431	1.69127
6.32	2.51507	2.7483	2.70148	2.64179
6.33	3.67748	3.78042	3.91838	3.92865
6.34	5.26807	4.91548	5.2007	5.27667
6.35	6.37239	5.69794	6.08328	6.20127
6.36	6.68533	5.80595	6.1683	6.2801
6.37	5.38329	5.03458	5.34703	5.43325
6.38	4.03269	3.9145	4.02782	4.03233
6.39	2.27762	2.67623	2.65523	2.60436
6.4	1.44829	1.83658	1.67871	1.58558
6.41	1.15079	1.38522	1.17012	1.07492
6.42	1.09665	1.1683	0.97087	0.914177
6.43	0.930506	1.02302	0.90305	0.905543
6.44	0.897967	0.970267	0.914532	0.953224
6.45	0.926899	0.989811	0.980639	1.02259
6.46	1.14753	1.07227	1.06013	1.07437
6.47	1.22522	1.07946	1.05803	1.0541
6.48	0.797351	0.940889	0.966757	0.97726
6.49	0.879989	0.945858	0.94591	0.941276
6.5	1.11813	1.0167	0.985689	0.966332
6.51	0.868532	0.986098	1.01037	1.01616
6.52	1.14012	1.07307	1.07668	1.08009
6.53	1.16475	1.09298	1.09949	1.10327
6.54	1.0409	1.04113	1.05711	1.06459
6.55	0.989361	0.989503	0.993133	0.994508
6.56	0.911158	0.938019	0.934927	0.931415
6.57	0.896645	0.913396	0.906091	0.901715
6.58	0.853408	0.905523	0.906454	0.905018
6.59	1.05304	0.949766	0.926401	0.919613
6.6	0.819132	0.890735	0.903269	0.913003
6.61	0.899773	0.903308	0.901034	0.904047
6.62	0.984123	0.919415	0.899536	0.891684
6.63	0.780477	0.870813	0.877353	0.87752
6.64	0.952975	0.912547	0.897651	0.892694
6.65	0.843402	0.913854	0.926718	0.932299
6.66	1.02766	0.985614	0.986171	0.98685
6.67	1.07671	1.01533	1.01431	1.01347
6.68	0.985865	0.983658	0.990909	0.995985
6.69	0.905424	0.949781	0.958173	0.964168
6.7	0.964198	0.96026	0.953245	0.949807
6.71	0.948209	0.966802	0.960523	0.952842
6.72	1.04244	0.991936	0.975358	0.966271
6.73	0.88183	0.966568	0.980789	0.986657
6.74	1.05377	1.02594	1.02693	1.02927
6.75	1.08179	1.05747	1.06496	1.06707
6.76	1.09809	1.06469	1.07285	1.07448
6.77	1.04996	1.0385	1.04544	1.04673
6.78	1.00206	1.00085	1.00281	1.00439
6.79	0.914107	0.961982	0.969542	0.974407
6.8	0.95853	0.970993	0.969492	0.967819
6.81	1.06876	0.992467	0.971071	0.959844
6.82	0.922064	0.937648	0.931728	0.930264
6.83	0.805676	0.898414	0.906603	0.913087
6.84	0.976928	0.951918	0.941172	0.937303
6.85	0.979563	0.980412	0.979982	0.975837
6.86	1.08334	1.00975	1.00334	1.00191
6.87	0.891046	0.965511	0.99113	1.00578
6.88	1.00279	0.995733	1.00324	1.00775
6.89	1.134	1.0189	0.999469	0.989762
6.9	0.840569	0.92696	0.939172	0.941699
6.91	0.894799	0.921414	0.916234	0.912652
6.92	0.976004	0.942483	0.925934	0.91796
6.93	0.859528	0.930031	0.942121	0.947369
6.94	1.02799	0.988081	0.98871	0.991047
6.95	1.05125	1.00622	1.00702	1.00755
6.96	1.0191	0.979335	0.977666	0.979653
6.97	0.83298	0.912683	0.925467	0.933189
6.98	0.929127	0.925735	0.916692	0.912249
6.99	0.929826	0.935394	0.925119	0.91489
7	0.989545	0.950621	0.936961	0.929075
7.01	0.852909	0.926923	0.943136	0.951725
7.02	0.968555	0.97724	0.987149	0.992843
7.03	1.17901	1.03624	1.02227	1.01916
7.04	0.841315	0.952478	0.983194	0.996609
7.05	1.08145	0.979875	0.961328	0.957066
7.06	0.834582	0.905699	0.906213	0.905274
7.07	0.888665	0.902638	0.887513	0.881029
7.08	0.871417	0.913552	0.903258	0.897008
7.09	0.989125	0.966599	0.952628	0.947273
7.1	0.978309	0.997121	1.00297	1.00814
7.11	1.04724	1.04646	1.05811	1.06465
7.12	1.14871	1.09501	1.09723	1.09519
7.13	1.14866	1.08985	1.08866	1.08591
7.14	0.928914	1.02589	1.05217	1.06259
7.15	1.04546	1.0589	1.06756	1.06901
7.16	1.21694	1.10534	1.09136	1.0825
7.17	0.9796	1.04018	1.05797	1.0632
7.18	1.0921	1.03561	1.02742	1.02689
7.19	0.909987	0.974551	0.981331	0.983352
7.2	0.988533	0.978055	0.966011	0.958302
7.21	1.00276	0.971082	0.956427	0.950177
7.22	0.82265	0.93243	0.950066	0.960239
7.23	1.09287	1.00356	0.990749	0.992471
7.24	0.952183	0.985376	0.994881	1.00087
7.25	1.08683	1.00039	0.980987	0.974366
7.26	0.869269	0.928951	0.924894	0.92128
7.27	0.858426	0.917199	0.908271	0.902543
7.28	0.938176	0.964219	0.957164	0.952407
7.29	1.01781	1.03728	1.04777	1.05118
7.3	1.21998	1.12982	1.13731	1.14207
7.31	1.16765	1.13219	1.15303	1.16227
7.32	1.15811	1.0991	1.10484	1.10742
7.33	0.945068	1.007	1.01729	1.01813
7.34	0.95848	0.976834	0.968155	0.961119
7.35	0.91705	0.96502	0.963035	0.959709
7.36	1.01587	1.00118	0.997834	0.997332
7.37	1.0512	1.02264	1.02248	1.0237
7.38	1.09008	1.01555	1.00492	1.00362
7.39	0.864037	0.933929	0.941848	0.947303
7.4	0.893193	0.922198	0.915108	0.913113
7.41	0.938523	0.939474	0.928736	0.92392
7.42	0.903087	0.9577	0.964849	0.966682
7.43	1.13795	1.03054	1.01535	1.01195
7.44	0.952893	0.995964	1.0104	1.0188
7.45	1.01619	1.00446	1.00272	1.00329
7.46	1.0372	1.00123	0.987555	0.981026
7.47	0.856672	0.962032	0.973606	0.975523
7.48	1.06122	1.02819	1.01922	1.01375
7.49	1.06779	1.06133	1.06581	1.06544
7.5	1.11275	1.088	1.0968	1.10133
7.51	1.12274	1.08992	1.09758	1.10383
7.52	1.04227	1.05903	1.06947	1.07539
7.53	1.06315	1.0449	1.03898	1.03553
7.54	0.990722	1.01251	1.00541	0.998802
7.55	0.986773	1.00192	0.992248	0.985998
7.56	0.958069	1.00647	1.00826	1.0077
7.57	1.09065	1.05943	1.05677	1.0559
7.58	1.09025	1.08117	1.09087	1.09488
7.59	1.15259	1.09384	1.09758	1.10165
7.6	1.01874	1.04776	1.06328	1.07174
7.61	1.04356	1.03069	1.02933	1.02956
7.62	1.0012	1.00076	0.992603	0.987779
7.63	0.934786	0.970381	0.964162	0.959826
7.64	0.971105	0.975598	0.963681	0.958267
7.65	0.966322	0.98531	0.981457	0.979832
7.66	1.00873	1.01401	1.01521	1.01546
7.67	1.09228	1.04799	1.04753	1.0475
7.68	1.01086	1.03767	1.05451	1.06044
7.69	1.10414	1.05417	1.05702	1.05837
7.7	1.01177	1.02069	1.03226	1.0376
7.71	0.984026	0.996141	1.00456	1.00894
7.72	1.00428	0.983703	0.977747	0.97421
7.73	0.983115	0.950687	0.935131	0.928467
7.74	0.800407	0.885245	0.886548	0.88729
7.75	0.897042	0.90464	0.889816	0.88391
7.76	0.956017	0.931632	0.916616	0.911714
7.77	0.876148	0.934239	0.945852	0.953634
7.78	1.03091	0.994938	0.995833	0.998405
7.79	1.08107	1.01967	1.01516	1.01251
7.8	0.973222	0.982987	0.987512	0.989648
7.81	0.913241	0.956075	0.962483	0.967613
7.82	0.937037	0.971996	0.975371	0.976729
7.83	1.06664	1.02288	1.01224	1.00462
7.84	1.07773	1.02999	1.02081	1.01541
7.85	0.91182	0.989369	1.00321	1.00857
7.86	1.06612	1.0263	1.01849	1.01578
7.87	0.974179	1.0234	1.03432	1.03547
7.88	1.14379	1.06971	1.06599	1.0641
7.89	0.961467	1.04196	1.06866	1.07712
7.9	1.26223	1.09469	1.07531	1.0712
7.91	0.842367	0.979887	1.01168	1.02679
7.92	1.04934	1.0026	0.990466	0.986325
7.93	1.02181	0.978584	0.955052	0.941393
7.94	0.836112	0.911337	0.907687	0.904326
7.95	0.85137	0.919315	0.917383	0.916783
7.96	1.05227	0.995239	0.981575	0.977908
7.97	0.981199	1.01413	1.03169	1.04071
7.98	1.13939	1.06596	1.06983	1.07385
7.99	1.08462	1.04434	1.04764	1.04908
8	0.961952	0.982458	0.98631	0.988143
8.01	0.876801	0.941077	0.944	0.944237
8.02	0.956268	0.963973	0.954519	0.947832
8.03	1.02183	0.994572	0.984477	0.978739
8.04	0.982437	0.997915	1.00223	1.0056
8.05	1.05758	1.01674	1.0135	1.01693
8.06	0.947999	0.99471	1.00418	1.0091
8.07	1.0814	1.0194	1.00429	0.997442
8.08	0.915376	0.98208	0.987632	0.986719
8.09	1.0273	1.01147	1.00515	1.00272
8.1	0.984753	1.02502	1.03551	1.03987
8.11	1.12798	1.07884	1.07954	1.08018
8.12	1.11658	1.08352	1.08731	1.08767
8.13	1.07109	1.05514	1.05735	1.05782
8.14	0.9676	1.0108	1.01742	1.01931
8.15	0.995835	1.00967	1.00905	1.00677
8.16	1.01088	1.02236	1.02394	1.02038
8.17	1.10582	1.04654	1.04059	1.03705
8.18	0.989795	1.01144	1.02443	1.03262
8.19	0.996044	0.997997	1.00614	1.01352
8.2	1.00278	0.986503	0.981738	0.979656
8.21	1.02106	0.958731	0.93718	0.930202
8.22	0.730221	0.868629	0.879449	0.886755
8.23	0.917892	0.916936	0.899408	0.893435
8.24	1.01323	0.964287	0.938695	0.926111
8.25	0.952335	0.962694	0.957431	0.958157
8.26	0.879103	0.97146	0.99027	1.00175
8.27	1.12817	1.07258	1.06677	1.06206
8.28	1.23863	1.11812	1.10533	1.09725
8.29	0.892002	1.04314	1.08574	1.10111
8.3	1.18227	1.1193	1.12108	1.11965
8.31	1.21217	1.13249	1.13071	1.12621
8.32	0.97769	1.06599	1.09518	1.10577
8.33	1.1899	1.08779	1.07651	1.07658
8.34	0.933228	1.00749	1.01921	1.02587
8.35	1.04497	1.00144	0.981209	0.973581
8.36	0.913051	0.951856	0.934436	0.922867
8.37	0.941395	0.94108	0.914587	0.903152
8.38	0.816318	0.929988	0.935974	0.941856
8.39	1.01946	1.03257	1.03972	1.0459
8.4	1.2591	1.14825	1.14728	1.14501
8.41	1.24047	1.15308	1.15986	1.16049
8.42	1.04168	1.07053	1.09051	1.10053
8.43	0.948144	1.01682	1.03285	1.04134
8.44	1.01968	1.03178	1.0317	1.02836
8.45	1.10751	1.05884	1.04717	1.0363
8.46	1.07542	1.03724	1.02736	1.02236
8.47	0.935884	0.977447	0.980686	0.988157
8.48	0.891733	0.95922	0.96364	0.970451
8.49	1.05842	1.00848	0.987905	0.978794
8.5	1.02992	1.0078	0.993261	0.985455
8.51	0.924837	0.985006	0.99	0.994076
8.52	1.0003	1.02238	1.02507	1.02868
8.53	1.11588	1.08183	1.08027	1.07825
8.54	1.11891	1.10724	1.1126	1.11048
8.55	1.21015	1.12098	1.1147	1.11402
8.56	0.880782	1.04554	1.08548	1.10294
8.57	1.2558	1.13486	1.11933	1.11291
8.58	1.09927	1.10324	1.10594	1.10113
8.59	1.0952	1.07559	1.07147	1.06853
8.6	0.965359	1.02833	1.03541	1.03894
8.61	1.0446	1.04404	1.04095	1.04025
8.62	1.05089	1.05919	1.06128	1.05885
8.63	1.16073	1.08264	1.07321	1.06761
8.64	0.979187	1.028	1.04315	1.04961
8.65	1.03097	1.02218	1.02504	1.0297
8.66	1.01665	1.00758	1.00886	1.01303
8.67	0.94861	0.983904	0.990527	0.99401
8.68	1.07065	0.995523	0.973747	0.963931
8.69	0.910498	0.932014	0.920306	0.915047
8.7	0.798589	0.890021	0.888896	0.890005
8.71	0.92673	0.939459	0.928403	0.924577
8.72	1.02026	1.00163	0.997401	0.994938
8.73	1.06871	1.04516	1.0528	1.05635
8.74	1.10664	1.06514	1.07435	1.07973
8.75	1.03376	1.04363	1.05774	1.0628
8.76	1.06535	1.03199	1.03094	1.02905
8.77	0.932352	0.986978	0.997927	0.999579
8.78	0.994365	0.996597	0.997119	0.994165
8.79	1.04887	1.00845	1.00134	0.995919
8.8	0.983864	0.979875	0.980668	0.983219
8.81	0.925763	0.947313	0.952702	0.961424
8.82	0.904027	0.936302	0.938244	0.941642
8.83	1.03658	0.957566	0.931154	0.91886
8.84	0.85962	0.899816	0.891075	0.885723
8.85	0.794399	0.882261	0.883074	0.883938
8.86	0.982444	0.952569	0.940766	0.937951
8.87	0.948251	0.993002	1.00909	1.01474
8.88	1.19346	1.07819	1.07466	1.07311
8.89	1.05473	1.04809	1.06326	1.06857
8.9	1.01563	1.01137	1.01947	1.0246
8.91	0.922269	0.970376	0.979316	0.983643
8.92	0.967115	0.977491	0.975009	0.971896
8.93	1.03773	0.994984	0.981703	0.973075
8.94	0.954529	0.969729	0.966661	0.963569
8.95	0.956216	0.959675	0.953171	0.95236
8.96	0.932097	0.953081	0.952391	0.956293
8.97	0.904361	0.967471	0.978521	0.984386
8.98	1.16765	1.04497	1.02547	1.01828
8.99	0.945094	0.99979	1.01299	1.01691
9	1.04026	1.00931	1.003	1.00116
9.01	0.954969	0.987866	0.989537	0.989151
9.02	0.966243	0.999324	1.0039	1.00344
9.03	1.06767	1.04386	1.04283	1.03898
9.04	1.11047	1.06459	1.06538	1.06537
9.05	1.02658	1.03944	1.05547	1.06623
9.06	0.997374	1.02716	1.04211	1.04994
9.07	1.14169	1.04465	1.02539	1.01524
9.08	0.931651	0.965117	0.960693	0.956513
9.09	0.84213	0.919046	0.919704	0.921561
9.1	0.915431	0.949889	0.945054	0.94303
9.11	1.07275	1.01519	1.00181	0.994625
9.12	1.04517	1.02294	1.02541	1.02678
9.13	0.982347	1.00845	1.02223	1.02995
9.14	1.06333	1.02006	1.01842	1.01971
9.15	0.939233	0.988393	1.00024	1.00355
9.16	1.05212	1.00589	0.998858	0.995226
9.17	0.936346	0.977154	0.984446	0.985502
9.18	1.03148	0.989227	0.980431	0.977203
9.19	0.924085	0.959046	0.962141	0.96338
9.2	0.987892	0.963826	0.955954	0.954635
9.21	0.892132	0.944541	0.950191	0.952153
9.22	1.02927	0.977664	0.96511	0.960052
9.23	0.933361	0.959181	0.96291	0.964454
9.24	0.956198	0.966519	0.969952	0.97259
9.25	1.00131	0.984177	0.983047	0.982686
9.26	0.997664	0.984701	0.985253	0.984935
9.27	0.950197	0.972263	0.977888	0.978869
9.28	1.02432	0.98189	0.974685	0.972101
9.29	0.881128	0.949087	0.961682	0.96634
9.3	1.03963	0.984243	0.974554	0.972077
9.31	0.942319	0.964011	0.968422	0.971051
9.32	0.969035	0.965471	0.963486	0.96393
9.33	0.982472	0.963368	0.953838	0.950439
9.34	0.908236	0.942162	0.939122	0.938211
9.35	0.954833	0.95488	0.947616	0.946548
9.36	0.899182	0.967646	0.976713	0.978137
9.37	1.149	1.04888	1.03102	1.02075
9.38	1.02542	1.02998	1.03762	1.04063
9.39	0.941526	1.01565	1.04157	1.05491
9.4	1.13449	1.07545	1.07572	1.07564
9.41	1.14334	1.0762	1.07289	1.0692
9.42	0.943262	1.00982	1.02464	1.02893
9.43	1.07748	1.00999	0.993	0.98899
9.44	0.805696	0.942676	0.958626	0.964126
9.45	1.09994	1.01234	0.986646	0.974993
9.46	0.985874	0.994404	0.989262	0.985069
9.47	0.946729	0.984998	0.991969	0.995972
9.48	1.00765	1.01386	1.01688	1.01783
9.49	1.12748	1.04893	1.04085	1.03883
9.5	0.92339	1.00546	1.03153	1.04407
9.51	1.0987	1.04406	1.04319	1.0445
9.52	1.06441	1.02803	1.02197	1.01727
9.53	0.970123	0.975617	0.969504	0.966762
9.54	0.852709	0.928696	0.929888	0.931385
9.55	0.936664	0.957764	0.947828	0.943277
9.56	1.06936	1.00793	0.990851	0.984618
9.57	0.906471	0.996668	1.01532	1.02262
9.58	1.21146	1.0756	1.05611	1.05116
9.59	0.936717	1.01868	1.03924	1.0476
9.6	1.04924	1.04371	1.04609	1.04587
9.61	1.1076	1.06322	1.05548	1.04912
9.62	1.00514	1.03835	1.04943	1.05339
9.63	1.00298	1.04669	1.06203	1.06777
9.64	1.21562	1.09873	1.08311	1.07622
9.65	1.00138	1.03388	1.04347	1.04755
9.66	0.963411	1.00153	1.00636	1.01017
9.67	1.03688	1.00729	0.993007	0.987565
9.68	0.937795	0.983457	0.98164	0.979774
9.69	1.03135	1.00529	0.994381	0.991755
9.7	0.943659	1.00106	1.0095	1.01238
9.71	1.11992	1.05422	1.04225	1.0354
9.72	1.05597	1.04168	1.04202	1.04085
9.73	0.942026	1.01486	1.03588	1.04518
9.74	1.09911	1.06088	1.06484	1.06676
9.75	1.09455	1.06867	1.0761	1.07642
9.76	1.10009	1.05059	1.05107	1.05103
9.77	0.954254	0.983	0.989649	0.994768
9.78	0.916163	0.944157	0.940761	0.942234
9.79	0.938337	0.933308	0.917922	0.912539
9.8	0.858412	0.917431	0.910058	0.903874
9.81	1.06645	0.960573	0.926507	0.914172
9.82	0.706208	0.897839	0.924961	0.935958
9.83	1.16127	1.02673	1.00306	0.996673
9.84	0.977418	1.0211	1.03968	1.04671
9.85	1.07794	1.05913	1.07192	1.0772
9.86	1.16449	1.07836	1.07461	1.0732
9.87	0.95355	1.01147	1.02862	1.03622
9.88	0.984875	1.0025	1.00467	1.00588
9.89	1.03195	1.01114	0.998424	0.990431
9.9	1.01632	0.998977	0.985757	0.979844
9.91	0.887393	0.969471	0.976065	0.979937
9.92	1.05029	1.02204	1.00931	1.00498
9.93	1.08079	1.04637	1.03677	1.03383
9.94	0.974365	1.03627	1.05072	1.0586
9.95	1.11863	1.08808	1.08746	1.088
9.96	1.14399	1.10934	1.10693	1.1038
9.97	1.09505	1.09596	1.10024	1.10142
9.98	1.03182	1.08349	1.09555	1.09999
9.99	1.16643	1.12268	1.11583	1.11216
10	1.11529	1.11813	1.12035	1.12029
